    Node          RMS_X          RMS_Y          RMS_Z           Xdef           Ydef           Zdef
  2544.0   0.0000051236   0.0000547843   0.0000147341   0.4961551236   0.0020974843   0.0299297341
  2545.0   0.0000049597   0.0000642387   0.0000171539   0.4961549597   0.0046520387   0.0447171539
  2546.0   0.0000046568   0.0000758048   0.0000206778   0.4961546568   0.0082104048   0.0592966778
  2547.0   0.0000041616   0.0000889217   0.0000254420   0.4961541616   0.0127559217   0.0736024420
  2548.0   0.0000035366   0.0001032468   0.0000316315   0.4961535366   0.0182662468   0.0875676315
  2549.0   0.0000031266   0.0001185073   0.0000394048   0.4961531266   0.0247155073   0.1011294048
  2550.0   0.0000037786   0.0001343859   0.0000488622   0.4961537786   0.0320753859   0.1142188622
  2551.0   0.0000059084   0.0001505000   0.0000599686   0.4961559084   0.0403085000   0.1267799686
  2552.0   0.0000092290   0.0001664255   0.0000725747   0.4961592290   0.0493784255   0.1387525747
  2553.0   0.0000136095   0.0001817882   0.0000864501   0.4961636095   0.0592427882   0.1500864501
  2554.0   0.0000131044   0.0001680409   0.0000802612   0.4811331044   0.0592380409  -0.1499197388
  2555.0   0.0000088875   0.0001537079   0.0000672998   0.4811288875   0.0493747079  -0.1386127002
  2556.0   0.0000056793   0.0001388590   0.0000555321   0.4811256793   0.0403048590  -0.1266644679
  2557.0   0.0000036401   0.0001238648   0.0000451728   0.4811236401   0.0320718648  -0.1141248272
  2558.0   0.0000030113   0.0001091275   0.0000363777   0.4811230113   0.0247131275  -0.1010536223
  2559.0   0.0000034074   0.0000950145   0.0000291632   0.4811234074   0.0182630145  -0.0875098368
  2560.0   0.0000040110   0.0000818091   0.0000234412   0.4811240110   0.0127528091  -0.0735565588
  2561.0   0.0000044790   0.0000697560   0.0000190390   0.4811244790   0.0082081560  -0.0592599610
  2562.0   0.0000047770   0.0000591505   0.0000157937   0.4811247770   0.0046498505  -0.0446872063
  2563.0   0.0000049240   0.0000504976   0.0000135589   0.4811249240   0.0020950976  -0.0299054411
  2564.0   0.0000049929   0.0000446194   0.0000122534   0.4811249929   0.0005565994  -0.0149827466
  2565.0   0.0000050030   0.0000424988   0.0000118200   0.4811250030   0.0000424989   0.0000099481
  2566.0   0.0000049929   0.0000446196   0.0000122526   0.4811249929   0.0005556396   0.0150032526
  2567.0   0.0000049240   0.0000504981   0.0000135573   0.4811249240   0.0020931981   0.0299285573
  2568.0   0.0000047770   0.0000591512   0.0000157912   0.4811247770   0.0046469512   0.0447157912
  2569.0   0.0000044790   0.0000697570   0.0000190356   0.4811244790   0.0082043570   0.0592950356
  2570.0   0.0000040110   0.0000818104   0.0000234368   0.4811240110   0.0127488104   0.0736004368
  2571.0   0.0000034074   0.0000950161   0.0000291579   0.4811234074   0.0182580161   0.0875651579
  2572.0   0.0000030113   0.0001091296   0.0000363714   0.4811230113   0.0247061296   0.1011263714
  2573.0   0.0000036401   0.0001238675   0.0000451655   0.4811236401   0.0320648675   0.1142151655
  2574.0   0.0000056793   0.0001388624   0.0000555237   0.4811256793   0.0402968624   0.1267755237
  2575.0   0.0000088875   0.0001537120   0.0000672904   0.4811288875   0.0493657120   0.1387472904
  2576.0   0.0000131044   0.0001680459   0.0000802508   0.4811331044   0.0592290459   0.1500802508
  2577.0   0.0000126003   0.0001547391   0.0000742288   0.4660926003   0.0592247391  -0.1499257712
  2578.0   0.0000085317   0.0001414088   0.0000621684   0.4660885317   0.0493624088  -0.1386178316
  2579.0   0.0000054570   0.0001276142   0.0000512170   0.4660854570   0.0402936142  -0.1266687830
  2580.0   0.0000034911   0.0001137087   0.0000415957   0.4660834911   0.0320617087  -0.1141284043
  2581.0   0.0000028977   0.0001000861   0.0000334412   0.4660828977   0.0247040861  -0.1010565588
  2582.0   0.0000032783   0.0000870846   0.0000267796   0.4660832783   0.0182550846  -0.0875122204
  2583.0   0.0000038521   0.0000749669   0.0000215043   0.4660838521   0.0127459669  -0.0735584957
  2584.0   0.0000043067   0.0000639385   0.0000174620   0.4660843067   0.0082023385  -0.0592615380
  2585.0   0.0000045821   0.0000542595   0.0000144776   0.4660845821   0.0046449595  -0.0446885224
  2586.0   0.0000047326   0.0000463739   0.0000124305   0.4660847326   0.0020909739  -0.0299065695
  2587.0   0.0000047867   0.0000410249   0.0000112276   0.4660847867   0.0005530049  -0.0149837724
  2588.0   0.0000048082   0.0000390957   0.0000108340   0.4660848082   0.0000390959   0.0000089619
  2589.0   0.0000047867   0.0000410251   0.0000112268   0.4660847867   0.0005520451   0.0150022268
  2590.0   0.0000047326   0.0000463743   0.0000124290   0.4660847326   0.0020890743   0.0299274290
  2591.0   0.0000045821   0.0000542601   0.0000144753   0.4660845821   0.0046420601   0.0447144753
  2592.0   0.0000043067   0.0000639394   0.0000174589   0.4660843067   0.0081985394   0.0592934589
  2593.0   0.0000038521   0.0000749680   0.0000215003   0.4660838521   0.0127419680   0.0735985003
  2594.0   0.0000032783   0.0000870862   0.0000267747   0.4660832783   0.0182500862   0.0875627747
  2595.0   0.0000028977   0.0001000880   0.0000334354   0.4660828977   0.0246970880   0.1011234354
  2596.0   0.0000034911   0.0001137112   0.0000415890   0.4660834911   0.0320547112   0.1142115890
  2597.0   0.0000054570   0.0001276173   0.0000512093   0.4660854570   0.0402856173   0.1267712093
  2598.0   0.0000085317   0.0001414126   0.0000621597   0.4660885317   0.0493534126   0.1387421597
  2599.0   0.0000126003   0.0001547436   0.0000742193   0.4660926003   0.0592157436   0.1500742193
  2600.0   0.0000120790   0.0001418832   0.0000683730   0.4510620790   0.0592118832  -0.1499316270
  2601.0   0.0000081812   0.0001295356   0.0000571890   0.4510581812   0.0493505356  -0.1386228110
  2602.0   0.0000052211   0.0001167660   0.0000470417   0.4510552211   0.0402827660  -0.1266729583
  2603.0   0.0000033497   0.0001039254   0.0000381345   0.4510533497   0.0320519254  -0.1141318655
  2604.0   0.0000027786   0.0000913834   0.0000306123   0.4510527786   0.0246953834  -0.1010593877
  2605.0   0.0000031444   0.0000794641   0.0000244798   0.4510531444   0.0182474641  -0.0875145202
  2606.0   0.0000036971   0.0000683952   0.0000196464   0.4510536971   0.0127393952  -0.0735603536
  2607.0   0.0000041228   0.0000583572   0.0000159424   0.4510541228   0.0081967572  -0.0592630576
  2608.0   0.0000043950   0.0000495657   0.0000132186   0.4510543950   0.0046402657  -0.0446897814
  2609.0   0.0000045267   0.0000424167   0.0000113423   0.4510545267   0.0020870167  -0.0299076577
  2610.0   0.0000045906   0.0000375713   0.0000102469   0.4510545906   0.0005495513  -0.0149847531
  2611.0   0.0000045979   0.0000358262   0.0000098822   0.4510545979   0.0000358263   0.0000080100
  2612.0   0.0000045906   0.0000375715   0.0000102462   0.4510545906   0.0005485915   0.0150012462
  2613.0   0.0000045267   0.0000424171   0.0000113409   0.4510545267   0.0020851171   0.0299263409
  2614.0   0.0000043950   0.0000495663   0.0000132165   0.4510543950   0.0046373663   0.0447132165
  2615.0   0.0000041228   0.0000583579   0.0000159396   0.4510541228   0.0081929579   0.0592919396
  2616.0   0.0000036971   0.0000683962   0.0000196427   0.4510536971   0.0127353962   0.0735966427
  2617.0   0.0000031444   0.0000794655   0.0000244754   0.4510531444   0.0182424655   0.0875604754
  2618.0   0.0000027786   0.0000913852   0.0000306069   0.4510527786   0.0246883852   0.1011206069
  2619.0   0.0000033497   0.0001039276   0.0000381283   0.4510533497   0.0320449276   0.1142081283
  2620.0   0.0000052211   0.0001167688   0.0000470346   0.4510552211   0.0402747688   0.1267670346
  2621.0   0.0000081812   0.0001295391   0.0000571811   0.4510581812   0.0493415391   0.1387371811
  2622.0   0.0000120790   0.0001418874   0.0000683643   0.4510620790   0.0592028874   0.1500683643
  2623.0   0.0000115604   0.0001294861   0.0000626930   0.4360215604   0.0591994861  -0.1499373070
  2624.0   0.0000078144   0.0001180931   0.0000523712   0.4360178144   0.0493390931  -0.1386276288
  2625.0   0.0000049938   0.0001063266   0.0000430028   0.4360149938   0.0402723266  -0.1266769972
  2626.0   0.0000031961   0.0000945181   0.0000347997   0.4360131961   0.0320425181  -0.1141352003
  2627.0   0.0000026616   0.0000830299   0.0000278846   0.4360126616   0.0246870299  -0.1010621154
  2628.0   0.0000030112   0.0000721549   0.0000222750   0.4360130112   0.0182401549  -0.0875167250
  2629.0   0.0000035325   0.0000621017   0.0000178592   0.4360135325   0.0127331017  -0.0735621408
  2630.0   0.0000039459   0.0000530129   0.0000144911   0.4360139459   0.0081914129  -0.0592645089
  2631.0   0.0000041937   0.0000450743   0.0000120074   0.4360141937   0.0046357743  -0.0446909926
  2632.0   0.0000043312   0.0000386261   0.0000103048   0.4360143312   0.0020832261  -0.0299086952
  2633.0   0.0000043780   0.0000342622   0.0000093023   0.4360143780   0.0005462422  -0.0149856977
  2634.0   0.0000043992   0.0000326902   0.0000089751   0.4360143992   0.0000326903   0.0000071027
  2635.0   0.0000043780   0.0000342624   0.0000093017   0.4360143780   0.0005452824   0.0150003017
  2636.0   0.0000043312   0.0000386264   0.0000103036   0.4360143312   0.0020813264   0.0299253036
  2637.0   0.0000041937   0.0000450748   0.0000120055   0.4360141937   0.0046328748   0.0447120055
  2638.0   0.0000039459   0.0000530136   0.0000144885   0.4360139459   0.0081876136   0.0592904885
  2639.0   0.0000035325   0.0000621027   0.0000178558   0.4360135325   0.0127291027   0.0735948558
  2640.0   0.0000030112   0.0000721561   0.0000222709   0.4360130112   0.0182351561   0.0875582709
  2641.0   0.0000026616   0.0000830316   0.0000278798   0.4360126616   0.0246800316   0.1011178798
  2642.0   0.0000031961   0.0000945202   0.0000347941   0.4360131961   0.0320355202   0.1142047941
  2643.0   0.0000049938   0.0001063291   0.0000429964   0.4360149938   0.0402643291   0.1267629964
  2644.0   0.0000078144   0.0001180963   0.0000523640   0.4360178144   0.0493300963   0.1387323640
  2645.0   0.0000115604   0.0001294899   0.0000626850   0.4360215604   0.0591904899   0.1500626850
  2646.0   0.0000110225   0.0001175537   0.0000571992   0.4209910225   0.0591875537  -0.1499428008
  2647.0   0.0000074548   0.0001070948   0.0000477129   0.4209874548   0.0493280948  -0.1386322871
  2648.0   0.0000047507   0.0000962997   0.0000391113   0.4209847507   0.0402622997  -0.1266808887
  2649.0   0.0000030518   0.0000854988   0.0000315858   0.4209830518   0.0320334988  -0.1141384142
  2650.0   0.0000025385   0.0000750279   0.0000252700   0.4209825385   0.0246790279  -0.1010647300
  2651.0   0.0000028725   0.0000651664   0.0000201569   0.4209828725   0.0182331664  -0.0875188431
  2652.0   0.0000033732   0.0000560874   0.0000161545   0.4209833732   0.0127270874  -0.0735638455
  2653.0   0.0000037558   0.0000479122   0.0000130986   0.4209837558   0.0081863122  -0.0592659014
  2654.0   0.0000040023   0.0000407851   0.0000108556   0.4209840023   0.0046314851  -0.0446921444
  2655.0   0.0000041188   0.0000350067   0.0000093081   0.4209841188   0.0020796067  -0.0299096919
  2656.0   0.0000041780   0.0000310974   0.0000084049   0.4209841780   0.0005430774  -0.0149865951
  2657.0   0.0000041825   0.0000296916   0.0000081028   0.4209841825   0.0000296917   0.0000062302
  2658.0   0.0000041780   0.0000310975   0.0000084044   0.4209841780   0.0005421175   0.0149994044
  2659.0   0.0000041188   0.0000350070   0.0000093070   0.4209841188   0.0020777070   0.0299243070
  2660.0   0.0000040023   0.0000407855   0.0000108539   0.4209840023   0.0046285855   0.0447108539
  2661.0   0.0000037558   0.0000479128   0.0000130962   0.4209837558   0.0081825128   0.0592890962
  2662.0   0.0000033732   0.0000560883   0.0000161516   0.4209833732   0.0127230883   0.0735931516
  2663.0   0.0000028725   0.0000651675   0.0000201532   0.4209828725   0.0182281675   0.0875561532
  2664.0   0.0000025385   0.0000750294   0.0000252656   0.4209825385   0.0246720294   0.1011152656
  2665.0   0.0000030518   0.0000855007   0.0000315807   0.4209830518   0.0320265007   0.1142015807
  2666.0   0.0000047507   0.0000963021   0.0000391055   0.4209847507   0.0402543021   0.1267591055
  2667.0   0.0000074548   0.0001070977   0.0000477063   0.4209874548   0.0493190977   0.1387277063
  2668.0   0.0000110225   0.0001175572   0.0000571919   0.4209910225   0.0591785572   0.1500571919
  2669.0   0.0000104891   0.0001061006   0.0000518907   0.4059504891   0.0591761006  -0.1499481093
  2670.0   0.0000070769   0.0000965455   0.0000432255   0.4059470769   0.0493175455  -0.1386367745
  2671.0   0.0000045186   0.0000866990   0.0000353629   0.4059445186   0.0402526990  -0.1266846371
  2672.0   0.0000028935   0.0000768705   0.0000285053   0.4059428935   0.0320248705  -0.1141414947
  2673.0   0.0000024181   0.0000673887   0.0000227608   0.4059424181   0.0246713887  -0.1010672392
  2674.0   0.0000027351   0.0000585000   0.0000181385   0.4059427351   0.0182265000  -0.0875208615
  2675.0   0.0000032027   0.0000503609   0.0000145227   0.4059432027   0.0127213609  -0.0735654773
  2676.0   0.0000035746   0.0000430551   0.0000117774   0.4059435746   0.0081814551  -0.0592672226
  2677.0   0.0000037945   0.0000367040   0.0000097526   0.4059437945   0.0046274040  -0.0446932474
  2678.0   0.0000039193   0.0000315577   0.0000083645   0.4059439193   0.0020761577  -0.0299106355
  2679.0   0.0000039590   0.0000280813   0.0000075441   0.4059439590   0.0005400613  -0.0149874559
  2680.0   0.0000039800   0.0000268298   0.0000072773   0.4059439800   0.0000268300   0.0000054045
  2681.0   0.0000039590   0.0000280814   0.0000075435   0.4059439590   0.0005391014   0.0149985435
  2682.0   0.0000039193   0.0000315580   0.0000083634   0.4059439193   0.0020742580   0.0299233634
  2683.0   0.0000037945   0.0000367044   0.0000097511   0.4059437945   0.0046245044   0.0447097511
  2684.0   0.0000035746   0.0000430557   0.0000117753   0.4059435746   0.0081776557   0.0592877753
  2685.0   0.0000032027   0.0000503617   0.0000145200   0.4059432027   0.0127173617   0.0735915200
  2686.0   0.0000027351   0.0000585011   0.0000181352   0.4059427351   0.0182215011   0.0875541352
  2687.0   0.0000024181   0.0000673900   0.0000227569   0.4059424181   0.0246643900   0.1011127569
  2688.0   0.0000028935   0.0000768722   0.0000285007   0.4059428935   0.0320178722   0.1141985007
  2689.0   0.0000045186   0.0000867012   0.0000353576   0.4059445186   0.0402447012   0.1267553576
  2690.0   0.0000070769   0.0000965481   0.0000432196   0.4059470769   0.0493085481   0.1387232196
  2691.0   0.0000104891   0.0001061037   0.0000518842   0.4059504891   0.0591671037   0.1500518842
  2692.0   0.0000099343   0.0000951331   0.0000467801   0.3909199343   0.0591651331  -0.1499532199
  2693.0   0.0000067083   0.0000864603   0.0000389062   0.3909167083   0.0493074603  -0.1386410938
  2694.0   0.0000042683   0.0000775284   0.0000317705   0.3909142683   0.0402435284  -0.1266882295
  2695.0   0.0000027462   0.0000686465   0.0000255514   0.3909127462   0.0320166465  -0.1141444486
  2696.0   0.0000022909   0.0000601144   0.0000203709   0.3909122909   0.0246641144  -0.1010696291
  2697.0   0.0000025914   0.0000521665   0.0000162099   0.3909125914   0.0182201665  -0.0875227901
  2698.0   0.0000030390   0.0000449222   0.0000129774   0.3909130390   0.0127159222  -0.0735670226
  2699.0   0.0000033780   0.0000384493   0.0000105162   0.3909133780   0.0081768493  -0.0592684838
  2700.0   0.0000035991   0.0000328300   0.0000087117   0.3909135991   0.0046235300  -0.0446942883
  2701.0   0.0000037004   0.0000282848   0.0000074621   0.3909137004   0.0020728848  -0.0299115379
  2702.0   0.0000037552   0.0000252128   0.0000067325   0.3909137552   0.0005371928  -0.0149882675
  2703.0   0.0000037568   0.0000241098   0.0000064868   0.3909137568   0.0000241099   0.0000046138
  2704.0   0.0000037552   0.0000252130   0.0000067321   0.3909137552   0.0005362330   0.0149977321
  2705.0   0.0000037004   0.0000282850   0.0000074612   0.3909137004   0.0020709850   0.0299224612
  2706.0   0.0000035991   0.0000328304   0.0000087103   0.3909135991   0.0046206304   0.0447087103
  2707.0   0.0000033780   0.0000384498   0.0000105143   0.3909133780   0.0081730498   0.0592865143
  2708.0   0.0000030390   0.0000449229   0.0000129750   0.3909130390   0.0127119229   0.0735899750
  2709.0   0.0000025914   0.0000521674   0.0000162070   0.3909125914   0.0182151674   0.0875522070
  2710.0   0.0000022909   0.0000601156   0.0000203674   0.3909122909   0.0246571156   0.1011103674
  2711.0   0.0000027462   0.0000686480   0.0000255473   0.3909127462   0.0320096480   0.1141955473
  2712.0   0.0000042683   0.0000775303   0.0000317658   0.3909142683   0.0402355303   0.1267517658
  2713.0   0.0000067083   0.0000864627   0.0000389009   0.3909167083   0.0492984627   0.1387189009
  2714.0   0.0000099343   0.0000951360   0.0000467743   0.3909199343   0.0591561360   0.1500467743
  2715.0   0.0000093860   0.0000846679   0.0000418663   0.3758793860   0.0591546679  -0.1499581337
  2716.0   0.0000063190   0.0000768445   0.0000347690   0.3758763190   0.0492978445  -0.1386452310
  2717.0   0.0000040314   0.0000688030   0.0000283288   0.3758740314   0.0402348030  -0.1266916712
  2718.0   0.0000025830   0.0000608294   0.0000227387   0.3758725830   0.0320088294  -0.1141472613
  2719.0   0.0000021667   0.0000532176   0.0000180907   0.3758721667   0.0246572176  -0.1010719093
  2720.0   0.0000024498   0.0000461661   0.0000143863   0.3758724498   0.0182141661  -0.0875246137
  2721.0   0.0000028625   0.0000397811   0.0000115069   0.3758728625   0.0127107811  -0.0735684931
  2722.0   0.0000031926   0.0000340933   0.0000093296   0.3758731926   0.0081724933  -0.0592696704
  2723.0   0.0000033846   0.0000291701   0.0000077201   0.3758733846   0.0046198701  -0.0446952799
  2724.0   0.0000034970   0.0000251859   0.0000066150   0.3758734970   0.0020697859  -0.0299123850
  2725.0   0.0000035295   0.0000224976   0.0000059579   0.3758735295   0.0005344776  -0.0149890421
  2726.0   0.0000035507   0.0000215297   0.0000057452   0.3758735507   0.0000215298   0.0000038720
  2727.0   0.0000035295   0.0000224977   0.0000059575   0.3758735295   0.0005335177   0.0149969575
  2728.0   0.0000034970   0.0000251861   0.0000066142   0.3758734970   0.0020678861   0.0299216142
  2729.0   0.0000033846   0.0000291704   0.0000077189   0.3758733846   0.0046169704   0.0447077189
  2730.0   0.0000031926   0.0000340938   0.0000093279   0.3758731926   0.0081686938   0.0592853279
  2731.0   0.0000028625   0.0000397817   0.0000115048   0.3758728625   0.0127067817   0.0735885048
  2732.0   0.0000024498   0.0000461670   0.0000143837   0.3758724498   0.0182091670   0.0875503837
  2733.0   0.0000021667   0.0000532186   0.0000180876   0.3758721667   0.0246502186   0.1011080876
  2734.0   0.0000025830   0.0000608308   0.0000227351   0.3758725830   0.0320018308   0.1141927351
  2735.0   0.0000040314   0.0000688047   0.0000283246   0.3758740314   0.0402268047   0.1267483246
  2736.0   0.0000063190   0.0000768465   0.0000347643   0.3758763190   0.0492888465   0.1387147643
  2737.0   0.0000093860   0.0000846704   0.0000418611   0.3758793860   0.0591456704   0.1500418611
  2738.0   0.0000088138   0.0000747123   0.0000371646   0.3608488138   0.0591447123  -0.1499628354
  2739.0   0.0000059416   0.0000677150   0.0000308100   0.3608459416   0.0492887150  -0.1386491900
  2740.0   0.0000037738   0.0000605268   0.0000250534   0.3608437738   0.0402265268  -0.1266949466
  2741.0   0.0000024328   0.0000534341   0.0000200588   0.3608424328   0.0320014341  -0.1141499412
  2742.0   0.0000020352   0.0000466996   0.0000159368   0.3608420352   0.0246506996  -0.1010740632
  2743.0   0.0000023008   0.0000405111   0.0000126556   0.3608423008   0.0182085111  -0.0875263444
  2744.0   0.0000026945   0.0000349363   0.0000101271   0.3608426945   0.0127059363  -0.0735698729
  2745.0   0.0000029895   0.0000299963   0.0000082041   0.3608429895   0.0081683963  -0.0592707959
  2746.0   0.0000031852   0.0000257216   0.0000067932   0.3608431852   0.0046164216  -0.0446962068
  2747.0   0.0000032714   0.0000222681   0.0000058096   0.3608432714   0.0020668681  -0.0299131904
  2748.0   0.0000033221   0.0000199331   0.0000052347   0.3608433221   0.0005319131  -0.0149897653
  2749.0   0.0000033208   0.0000190958   0.0000050390   0.3608433208   0.0000190959   0.0000031656
  2750.0   0.0000033221   0.0000199332   0.0000052343   0.3608433221   0.0005309532   0.0149962343
  2751.0   0.0000032714   0.0000222683   0.0000058089   0.3608432714   0.0020649683   0.0299208089
  2752.0   0.0000031852   0.0000257218   0.0000067921   0.3608431852   0.0046135218   0.0447067921
  2753.0   0.0000029895   0.0000299967   0.0000082027   0.3608429895   0.0081645967   0.0592842027
  2754.0   0.0000026945   0.0000349369   0.0000101253   0.3608426945   0.0127019369   0.0735871253
  2755.0   0.0000023008   0.0000405118   0.0000126533   0.3608423008   0.0182035118   0.0875486533
  2756.0   0.0000020352   0.0000467005   0.0000159341   0.3608420352   0.0246437005   0.1011059341
  2757.0   0.0000024328   0.0000534354   0.0000200556   0.3608424328   0.0319944354   0.1141900556
  2758.0   0.0000037738   0.0000605283   0.0000250497   0.3608437738   0.0402185283   0.1267450497
  2759.0   0.0000059416   0.0000677168   0.0000308059   0.3608459416   0.0492797168   0.1387108059
  2760.0   0.0000088138   0.0000747145   0.0000371600   0.3608488138   0.0591357145   0.1500371600
  2761.0   0.0000082505   0.0000652850   0.0000326735   0.3458082505   0.0591352850  -0.1499673265
  2762.0   0.0000055407   0.0000590779   0.0000270466   0.3458055407   0.0492800779  -0.1386529534
  2763.0   0.0000035322   0.0000527166   0.0000219372   0.3458035322   0.0402187166  -0.1266980628
  2764.0   0.0000022645   0.0000464633   0.0000175294   0.3458022645   0.0319944633  -0.1141524706
  2765.0   0.0000019070   0.0000405747   0.0000138974   0.3458019070   0.0246445747  -0.1010761026
  2766.0   0.0000021549   0.0000352006   0.0000110355   0.3458021549   0.0182032006  -0.0875279645
  2767.0   0.0000025118   0.0000303994   0.0000088242   0.3458025118   0.0127013994  -0.0735711758
  2768.0   0.0000028000   0.0000261550   0.0000071565   0.3458028000   0.0081645550  -0.0592718435
  2769.0   0.0000029641   0.0000224933   0.0000059163   0.3458029641   0.0046131933  -0.0446970837
  2770.0   0.0000030643   0.0000195276   0.0000050617   0.3458030643   0.0020641276  -0.0299139383
  2771.0   0.0000030898   0.0000175265   0.0000045487   0.3458030898   0.0005295065  -0.0149904513
  2772.0   0.0000031111   0.0000168050   0.0000043837   0.3458031111   0.0000168051   0.0000025101
  2773.0   0.0000030898   0.0000175266   0.0000045483   0.3458030898   0.0005285466   0.0149955483
  2774.0   0.0000030643   0.0000195277   0.0000050610   0.3458030643   0.0020622277   0.0299200610
  2775.0   0.0000029641   0.0000224936   0.0000059154   0.3458029641   0.0046102936   0.0447059154
  2776.0   0.0000028000   0.0000261553   0.0000071552   0.3458028000   0.0081607553   0.0592831552
  2777.0   0.0000025118   0.0000303999   0.0000088226   0.3458025118   0.0126973999   0.0735858226
  2778.0   0.0000021549   0.0000352012   0.0000110335   0.3458021549   0.0181982012   0.0875470335
  2779.0   0.0000019070   0.0000405755   0.0000138950   0.3458019070   0.0246375755   0.1011038950
  2780.0   0.0000022645   0.0000464643   0.0000175267   0.3458022645   0.0319874643   0.1141875267
  2781.0   0.0000035322   0.0000527180   0.0000219340   0.3458035322   0.0402107180   0.1267419340
  2782.0   0.0000055407   0.0000590795   0.0000270430   0.3458055407   0.0492710795   0.1387070430
  2783.0   0.0000082505   0.0000652870   0.0000326695   0.3458082505   0.0591262870   0.1500326695
  2784.0   0.0000076603   0.0000563953   0.0000284124   0.3307776603   0.0591263953  -0.1499715876
  2785.0   0.0000051544   0.0000509521   0.0000234734   0.3307751544   0.0492719521  -0.1386565266
  2786.0   0.0000032671   0.0000453771   0.0000189997   0.3307732671   0.0402113771  -0.1267010003
  2787.0   0.0000021112   0.0000399332   0.0000151397   0.3307721112   0.0319879332  -0.1141548603
  2788.0   0.0000017712   0.0000348433   0.0000119920   0.3307717712   0.0246388433  -0.1010780080
  2789.0   0.0000020003   0.0000302488   0.0000095117   0.3307720003   0.0181982488  -0.0875294883
  2790.0   0.0000023397   0.0000261668   0.0000076163   0.3307723397   0.0126971668  -0.0735723837
  2791.0   0.0000025903   0.0000225808   0.0000061712   0.3307725903   0.0081609808  -0.0592728288
  2792.0   0.0000027608   0.0000194802   0.0000051066   0.3307727608   0.0046101802  -0.0446978934
  2793.0   0.0000028320   0.0000169732   0.0000043559   0.3307728320   0.0020615732  -0.0299146441
  2794.0   0.0000028787   0.0000152737   0.0000039160   0.3307728787   0.0005272537  -0.0149910840
  2795.0   0.0000028746   0.0000146650   0.0000037641   0.3307728746   0.0000146651   0.0000018903
  2796.0   0.0000028787   0.0000152738   0.0000039158   0.3307728787   0.0005262938   0.0149949158
  2797.0   0.0000028320   0.0000169734   0.0000043553   0.3307728320   0.0020596734   0.0299193553
  2798.0   0.0000027608   0.0000194804   0.0000051058   0.3307727608   0.0046072804   0.0447051058
  2799.0   0.0000025903   0.0000225810   0.0000061701   0.3307725903   0.0081571810   0.0592821701
  2800.0   0.0000023397   0.0000261672   0.0000076149   0.3307723397   0.0126931672   0.0735846149
  2801.0   0.0000020003   0.0000302493   0.0000095100   0.3307720003   0.0181932493   0.0875455100
  2802.0   0.0000017712   0.0000348440   0.0000119900   0.3307717712   0.0246318440   0.1011019900
  2803.0   0.0000021112   0.0000399341   0.0000151373   0.3307721112   0.0319809341   0.1141851373
  2804.0   0.0000032671   0.0000453783   0.0000189970   0.3307732671   0.0402033783   0.1267389970
  2805.0   0.0000051544   0.0000509535   0.0000234703   0.3307751544   0.0492629535   0.1387034703
  2806.0   0.0000076603   0.0000563970   0.0000284089   0.3307776603   0.0591173970   0.1500284089
  2807.0   0.0000070818   0.0000480638   0.0000243788   0.3157370818   0.0591180638  -0.1499756212
  2808.0   0.0000047416   0.0000433453   0.0000201123   0.3157347416   0.0492643453  -0.1386598877
  2809.0   0.0000030210   0.0000385268   0.0000162313   0.3157330210   0.0402045268  -0.1267037687
  2810.0   0.0000019377   0.0000338464   0.0000129113   0.3157319377   0.0319818464  -0.1141570887
  2811.0   0.0000016386   0.0000295220   0.0000102063   0.3157316386   0.0246335220  -0.1010797937
  2812.0   0.0000018503   0.0000256525   0.0000081046   0.3157318503   0.0181936525  -0.0875308954
  2813.0   0.0000021505   0.0000222532   0.0000064873   0.3157321505   0.0126932532  -0.0735735127
  2814.0   0.0000023970   0.0000192671   0.0000052667   0.3157323970   0.0081576671  -0.0592737333
  2815.0   0.0000025330   0.0000166937   0.0000043477   0.3157325330   0.0046073937  -0.0446986523
  2816.0   0.0000026212   0.0000145992   0.0000037096   0.3157326212   0.0020591992  -0.0299152904
  2817.0   0.0000026398   0.0000131836   0.0000033211   0.3157326398   0.0005251636  -0.0149916789
  2818.0   0.0000026612   0.0000126715   0.0000031972   0.3157326612   0.0000126716   0.0000013232
  2819.0   0.0000026398   0.0000131837   0.0000033208   0.3157326398   0.0005242037   0.0149943208
  2820.0   0.0000026212   0.0000145993   0.0000037091   0.3157326212   0.0020572993   0.0299187091
  2821.0   0.0000025330   0.0000166939   0.0000043470   0.3157325330   0.0046044939   0.0447043470
  2822.0   0.0000023970   0.0000192673   0.0000052658   0.3157323970   0.0081538673   0.0592812658
  2823.0   0.0000021505   0.0000222535   0.0000064861   0.3157321505   0.0126892535   0.0735834861
  2824.0   0.0000018503   0.0000256530   0.0000081032   0.3157318503   0.0181886530   0.0875441032
  2825.0   0.0000016386   0.0000295226   0.0000102046   0.3157316386   0.0246265226   0.1011002046
  2826.0   0.0000019377   0.0000338471   0.0000129092   0.3157319377   0.0319748471   0.1141829092
  2827.0   0.0000030210   0.0000385277   0.0000162290   0.3157330210   0.0401965277   0.1267362290
  2828.0   0.0000047416   0.0000433465   0.0000201097   0.3157347416   0.0492553465   0.1387001097
  2829.0   0.0000070818   0.0000480653   0.0000243759   0.3157370818   0.0591090653   0.1500243759
  2830.0   0.0000064729   0.0000403031   0.0000205976   0.3007064729   0.0591103031  -0.1499794024
  2831.0   0.0000043468   0.0000362780   0.0000169559   0.3007043468   0.0492572780  -0.1386630441
